Sl. No,Text Review,Sentiment
844,"Visited this place in June 2015 with great expectations with my wife and one year old toddler and two more family friends and their kids. Its a grand and luxurious place. 
Accommodation and comfort excellent. Location isn't that good, no easy access to beach. Not a clean beach, very muddy and brown. This place is not child safe. No baby changing facilities at all. Few under trained staff may annoy you due to their attitude. As a vegetarian, I would recommend to go to Chulha restaurant (inside hyatt itself) which is one of finest restaurant in Goa and best food i ever had, especially resto staff are very welcoming, suggest you as per your choice of taste buds, don't forget to get Indian authentic desserts (esp. jalebi). 100% recommend to visit resto but stay some other place.",0
845,"Stayed in Grand Hyatt, Goa for 2 nights for a conference.It is located 25 kms from Dabolim airport & takes 40 mins to reach by cab. Hotel coaches pick u up on prior request. On entering hotel reception the dissappointment sets in. It is lack lustre, the staff dont have a smile & they ask whether u wont mind carrying your luggage to ur room. When asked where rooms are located they just point a fingur in air. The hotel is supposed to be inspired by a 17th century indo-portuguese palace, there is a lot of concrete structure wherever u look around. There are blocks where rooms are located , like in hostels. The rooms are luxurious but badly designed. The TV is located in an odd position. U have to struggle to open the wardrobes, the kettle is hidden in a cupboard & u may actually miss it unless u look for it. The central air-conditioning is not good. The bathrooms are too open for comfort & showers are atrocious. The soap covers are difficult to open in wet hands- why cant they be consumer friendly ? The housekeeping took an hour to come after a request. No staff are trained to greet you in the corridors. The views from balcony are only a few trees & buildings.
The breakfast was laid out in un usual way to make guest miss half the items. Lunch is ordinary. 
High tide, so could see sea from a distance only.
Overall dissappointing. U can get better hotels closer to Panjim for these rates. Free WIFI never connected , so had to switch back to 3G. Will not recommend this one to anybody.",0
846,"Have stayed at many resorts in Goa.. But grand Hyatt is one of the most average properties not worth the money paid for.. There is no beach during monsoon.. Unmaintained gardens, dirty walkway, its more of a business hotels for conference.. The first resort in Goa which doesn't make you feel the bliss of being in Goa !! 
Wrt services , there are no activities for kids, swimming pool is just ok.. All the activities mentioned on their site is not available .

Just 2 weeks back, I stayed in taj exocita which was a complete contrast to this hotel. Excellent service , excellent property, clean , even while it was raining it was beautiful and truly made you feel like a paradise. Clean, beautiful , rooms were bigger in size , cycles were available , excellent spa, archery , table tennis.. A wow experience !!

So next time time you r in Goa...say a NO to grand Hyatt and a definite yes to taj exocita.!!",0
847,service was not to mark very bad expereince during stay.they made my stay restless and uncomfortable .and they only mean to sale the package and club membership with wrong information all the managers started .,0
848,"Had been on a family holiday to this hotel. check in was average staff was busy only in paperwork. The rooms were well kept neat and clean. But the most worst experience with this hotel was their customer care at hotel and buggy service. On the day of check in , that evening we had called for buggy clearly stating that my wife had sprained her leg and that she cannot walk easily. we planned to go to the beach place and enjoy the sunset. we had to wait for 40 minutes and 6 calls to get a buggy. the buggy arrived a 7.30 PM after i had raise my voice to get a buggy for my wife. 
When the buggy tha person blamed us that we had not informed properly that why he was late. After that incidence we never called a buggy during our 2 days stay . my wife to walk all th way to hotel from guest house 6 for dinner and lunch with all the pain. 

I have decided not to recommend this hotel to anyone and i may not visit again to this hotel. very worst service. stay away from this hotel",0
849,"First our rooms were incorrect. The wrong configurations and even still one wasn't ready. Then they sent someone to tell us our second room was ready, gave us the key, and it was a bum key to nowhere. We were stranded in the hallway. Every phone conversation was just more confusion and more excuses. By the way, the lobby is unbearable. Much too hot. 

We finally get our room and head to the pool. Rather than letting us enjoy ourselves they decided to harass us about a cotton shirt in the pool. We told them to bugger off and they sent continuingly escalated levels of management...must have been a slow day. It was comical. Every person gave us a different and less logical reason. We eventually went to the hotel manager and he told them to leave us alone, like they should of from the beginning. 

Then there was the iron incident. They had a broken iron in our room - something the maid should have caught since it was missing a prong! It took 4 hours and 4 phone calls. We wore wrinkled clothes to dinner. The first call brought a carpenter. The second call resulted in them taking our iron and leaving nothing. The third call got us an ice bucket. And the final call brought an iron. We didn't dare test it out because it would be too disappointing to end up right back where we started. 

On a bright note the pool was great, once we were allowed to enjoy it, and the food was rather good.",0
850,Asked for a early check in at the time of reservation. Was refused when arrived. No courtesy. Was sitting in dining area having breakfast and waiting for them to give room at regular check in time. After a while very politely and indirectly was asked to move from there if I was done. Basically no place even for guests with confirmed reservation to sit in such a grand(?) hotel property. This is probably first time any hotel has refused to give early check in.,0
851,"Staying at the Grand Hyatt, one has certain expectations on the general standard of the hotel and its service level. Too many things to point out. It turned out to be an expensive stay, which basically compares to a standard Thomas Cook all-in holiday but twice as expensive.",0
852,"I had read some pretty unfavourable reviews of this hotel, which was a surprise given its a Grand Hyatt and having stayed there for 2 nights I can understand the bad reviews. I doubt this hotel would pass a Hyatt secret audit!

The actual room, facilities and layout are nice and well maintained. The spa is excellent as was the service in the spa. Unfortunately that's where the positives stop.

Pretty much any interaction with the food and beverage area was poor! The service at the pool area is very slow, the waiters aren't looking for customers they happily walk past people asking for menus and the like you can wait 20 minutes for service and each time we ordered something there was a mistake or something wasn't available.

The meal at the ""Australian"" restaurant was a complete rip off. The food was covered in chilli and had no resemblance to any meal I have had in Australia! 

The buffet restaurant was a Spanish restaurant for the night and the food was poor, more like the standard you get at an all inclusive hotel not a Grand Hyatt and yet again chilli in everything. The food and beverage outlets here need a real look at!!!

The Internet was non existent!!!! 2016 Hyatt you should be providing a decent internet connection. We used our phones instead!!!

Anyway I would struggle to recommend this hotel really. The staff are all disjointed and don't work as a team.

The hotel doesn't have its own drivers so the pick up from the hotel was with a driver who drove horribly! Again these people represent your brand and if you arrive stressed it doesn't helps

It's not often I say this but I was happy to leave.",0
853,I would never stay at this hotel again. To name a few issues... 1) The concierge did not respond to emails I sent in advance of our stay. 2) Our room looked out over a lawn where loud events were held every day (and at every time of day). 3) No service at all in the pool area. 4) Food was cold - often inedible. 5) House keeping staff didn't clean the room in a timely manner. This hotel is too expensive to put up with this shoddy service and poor quality.,0
854,"Stayed at Grand Hyatt on my wedding night. The experience was quite ordinary for the price of Rs. 15000 a night. Here are some of things we found lacking

1. On arrival at the hotel after our wedding ceremony at 1 in the morning, we were made to wait at the hotel lobby so that I could get identification documents for my wife. The fact that even my wife needed an ID proof was never asked for in advance. We finally were able to get a picture of photo ID after calling our relatives.

2. We were charged Swach Bharat cess, even though the booking was paid for before the cess came into effect. Why should I have had to pay a cess for a payment that I did before the cess came into effect

3. There was nothing special waiting for us in the room that cost us Rs. 15,000 a night . No rose petals on the bed, or a warm bath even though it was mentioned during booking that it was booked for a wedding couple. It was just a plain old hotel room, with nothing to make you feel that the hotel went the extra mile to make your stay special. 

4. There was no breakfast included in the price, even though you pay such a high price for a basic hotel room.

5. Only on day 2 of our stay did it appear that the room service created some bed deco (Towel doves with rose petals) while we we were in the room.

I regret to having spent my wedding night at this hotel, it was one of the worst experiences I could have for the price I paid. I for one will never stay at Grand Hyatt ever again.",0
855,"We just checked into Grand Hyatt Goa, as our annual vacation for 4N/5D Family Package and what a disappointing experience awaited us. We were subjected to wait for 45 minutes before room allotment. Am being accompanied by my infant child and my elderly 72 yr old mother and wife. We were never offered even water on arrival and only after requesting for some we were provided much later by the staff Sonia who was assisting us with our check in and she finally arranged for some beverage. 

Despite an email confirmation from the hotel reservation desk 2 days back for reserving lunch for us due to our late checking since our flight from Delhi arrived at 14:50hrs and we reached the hotel exactly at 16:00 hrs, we were refused the same stating the buffet was available only until 3:45 pm. We stated that the delay was due to their airport transfer making us wait for 15 mins at the airport. We requested for a meal in exchange for the lunch on the day of check out which we planned not to avail due to flight timings, however that was refused either. 

On mentioning that being Platinum member and that if they could offer me some discount on the meal was turned down as well. Further request to access Club Lounge was also refused stating it was sold out. 

We were confirmed in our reservation a bay view twin however the room alotted had only one king bed. The room was allotted however when checked with guest services appeared to be still on someone else's name and despite identifying myself with the executive he still couldn't trace the me in the system. 

Finally I had to escalate this to the duty manager Mr. Gaurav and after his intervention another room was provided as an option with twin beds but at a higher floor which was not suitable for my mother who not only being a senior citizen but also a cancer patient and for her that would have been inconvinient. 

Also I had requested a ground floor room while during the reservation. We were assured of a room change the next day. Also Mr. Gaurav called me up later to inform that we were finally allowed club access for today and that turned out to be after 2.5 hours after we had arrived tired and hungry. 

Dinner at the ""Chulha"" restaurant was the most disappointing experience. There was no one to inform us upon check in that the regular dining restaurant “ Dining Hall” serving buffet as a part of our package wasn't operating tonight and there was another restaurant - The Chulha offering fixed menu meals. 

We had to explore on our own and eventually asking a few staff members reached there around 9:00 pm. However we were asked to come back again roughly after an hour stating non-availability of seating. The assistant F&B Director Mr. Saumyadeep offered his best courtesy and also assisted us to return back to our room and that he would let us know once the table is available or alternatively served at another table in the Dining Hall which was closed. 

We were again asked to come over with a confirmed availability and we arrived back at 10:30 pm. He ensured the Chef prepare something to our taste. Despite his instructions, the service was pathetically slow and were not provided attention by the staff until about 20 mins when we had to request them to serve starters. Chef Vicky was kind enough to provide us an option for food although there was only one round of starters whereas we were made to understand this as to being unlimited orders. 

The main course arrived after a lot of time and after requesting several staff members. The serving portions were very small and we had to request for more. In the second serving the chicken dish was not properly cooked and so were the prawns and as a result we had to discard the same. 

We had to request several times to refill our water glasses as no one did that on their own. On requesting to hurry up as it was almost 11:30 p.m, one of the staff members Mr. Sumit stated this and I quote "" We are too busy and too means we are really really busy"". 

The dessert was offered as only one portion of Jalebi dish to be shared by 3 of so and us was the Rasmalai dish being just one bowl. The server Ms/ Swati actually assumed and she stated too and I quote “ you will want to share this hence I will get you another plate”. On telling her we are 3 of us and hence expect 3 portions she expressed her inability to have understood that we actually needed 3 separate portions and sarcastically smiled and went away. 

Guess that was the last straw and our dinner was ruined completely on the first day of our 4 nights vacation here in Goa in this hotel. Right from the time we arrived we are experiencing really the lowest standards of hospitality. Being a Platinum member and soon to be Diamond and after having stayed in several Hyatt properties both in India and overseas and several times this year the recent being a week back in HongKong, this is the most unimaginable experience. We are spending a lot of money for these 4 nights and feel cheated and greatly disappointed. Planning to check out tomorrow and save the rest of our vacation.",0
856,"I stayed recently from10-12-2015 to 13-12-2015 attending a conference. The service is poor. The baggage took more then 30 mins to arrive. The room lighting was bad. The bathroom was horribly designed with drainage hole being in the opposite end of the slope of floor. so, the bathroom stayed flooded. the service iof waiters in breakfast place was rude. We were thrwn out of the bar because some rich guy came over and took over the place",0
857,"Non functional A/C in the room, poor room design and cleaning, staff non motivated and poorly trained. Food is very average. Excessively geared towards a western tourist palate. But even foreigners should get a near real taste of food ! Surprising for a Hyatt property. Midway through the stay feel like moving out but another 24 hours to eat. Not staying here again for sure. 
Property design, sailing club and lush greens the only positive.",0
858,"We always stay at the Aldeia De Goa complex across the road, residents having access to the Hyatt facilities, also enjoying various discounts. This process has always worked well in previous years, resulting in us spending considerable thousands of Rupees at the hotel. This year was no exception until the last day of our 3 week holiday when they refused the discount as we did not have the landlord's discount card with us. We will continue to use the facilities where no costs are incurred in line with the agreements but spend no money!! The prices are extortionate, and without the discounts are considerably more than other 5 star establishments in the area. 
Staff are courteous and Internet ok but not the fastest.
Beach is poor compared to hotels further South.
Much better options available elsewhere in Goa.",0
859,below what you would expect than a Hyatt resort. Pool is nice. beach not so much. rooms are ok - no more. Bathroom is nuce. My main concern is that I cought them twice cheating me. once in the Bar - they actuallt lied and tried to overcharge. the second time was with the car when they tried to take more than ehat was agreed - told me I took the car earlier thaan I did and more. looks like to staff was briefed to try and take as much as they can..service was below the expected standard as well,0
860,"We were a family of 4 - a couple with 2 kids aged 11 and 7 years. We booked Grand Hyatt, Bambolim for 2 nights on the 2nd October long weekend. We had taken a Club room with 2 extra beds for the children and 'all meals included' package.

We drove down from Pune and were super excited regarding our stay at this luxury hotel.

It's an amazing property! All our room requests were met inspite on 100% occupancy! Great job here!

Super comfortable room, with extra beds put in each night n removed during the day as per our request! Housekeeping and Front Desk were good!

We enjoyed the Grand Club lounge with its nibbles n drinks! It was a great lounge, close to our room, to just send the kids with their tablets to chill :-) Wonderful!

Awesome property, well maintained! We enjoyed their private beach even in pouring rain! Amazing experience!

Why I've given 2 stars for this review is the food which was a huge let down. We are foodies and vegetarians. But the buffet at The Dining Room was tasteless to say the least! We thought it would be better at the next meal, but no :-(
The chef tried to serve as per the kids requests, but still we were not satisfied with the taste. Absolutely no flavor! Salt so low, it was almost bland....

The ventilation of this restaurant also needs to be looked into. It made the vegetarians giddy, even after we tried sitting as far away from the buffet as possible!

We had one meal at their other restaurant 'Chulah'.... Superb, lip-smacking and very satisfying!! 

Inspite of making our displeasure obvious to the chefs, they turned down our last request of packing a few vegetable sandwiches for our 9 hours drive back to Pune! Well well, we've stayed at The Leela, Goa and at Vivanta, Coorg recently. I suggest Hyatt learns something from these chains where customer is the king.

Food is a major highlight of our holidays. I feel sorry to say that we won't be returning to Grand Hyatt, Bambolim and may shy away from other Hyatt hotels as well after eating such pathetic food which spoiled our holiday!",0
861,"The Good: beautiful hotel and grounds, friendly staff and very close to the beach. 

The Bad: Poor staff, musty rooms (humidity seems to be an issue) and potentially unsafe food.

Some details:
Myself and my fiance arrived for a 7 day holiday, the check-in experience was excellent but unfortunately it started to go downhill from there. After check-in we were given the tour of the grounds and we stopped off at the club lounge as I had opted for the upgraded package, I unfortunately decided to eat a grape in the club lounge. That evening I knew something had gone wrong and I ended up being food poisoned and just generally unwell for most of the week. The following day I contacted the hotel and asked them to arrange a doctor visit as I was very ill. I had a phone conversation with a doctor and got some medicine which the hotel got for me or so I thought, on checkout I had been charged for both calls to the doctor and the medicine, would have been a nice touch if the hotel had paid the 320 rupees! 

So my fiance went for breakfast and she was approached 3 times by separate people, sometimes 2 or 3 people to ask her room number. In the end she had to sign and have it charged to the room. One would think the staff of a 5* hotel would have the ability to make a call to reception to see if a guest should actually be on the breakfast list but unfortunately this wasn't the case, I had to ring later that day and have it addressed.

Two days later we were returning that evening from a lovely meal in Chulha (I was improving and tried some food) and we found our room door left fully open, not just slightly open, fully open. The turndown service had forgotten to close our door! When I complained and the supervisor came to my room to apologise I asked a fairly standard question, can you guarantee this won't happen again, to which I got an unexpected reply: ""I'll try"". Needless to say I wasn't too impressed with the response. Luckily I had absolutely everything jammed into the safe as I was aware of the housekeeping pitfalls from a previous stay where all of my bags were searched and a friend had €130 stolen from his suitcase.

So we decided to give the Sunday brunch a go and it was fantastic, amazing collection of food and drinks and the service was excellent. The only problem was at checkout when we realised that it's an extra 1k rupees per person if you take some alcohol, not a big deal and we would still have gone with the package if we had been told but we weren't.",0
862,"We were here in the monsoon and were frankly very disappointed. The room was lovely but that was about the only good thing. The service was terrible. One day the house-keeping staff came at around 1 p.m. to make the room and I asked them to come a little later after I left. When I came back at 7 p.m. my room hadn't been made all day. I called them to make the room - they clearly were annoyed about it and did a terribly shoddy job. Some food had fallen on the carpet and they didn't even bother cleaning that up, till I had to tell them quite strongly to clean properly. 
The food was terrible - a lot of stuff which was nearly inedible.
Do not bother staying here ever.",0
863,Location is good. House keeping and baggi services are poor. Reception people are not cooperative. Food varieties are limited but good. A. C. In our friends room was not working properly even after reminder. Very strict about check out time not ready to wait for half an hour.,0
864,I only write when we have to appreciate the hotel team but its the first time its different. Big property but poorly trained people. Checked in and found the room lights not working. The curtains are ill maintained and center table is shabby. The front desk people are not trained to delight guests. This is the difference between an oberoi -taj category and the hyatt lots.. they should ensure proper training of their team. Hope the GM Gaco Le Roux takes note. Mind it we are travelling with kids and infants. All the best to the grand hyatt team.,0
865,"Stayed here for 3 nights with a couple of friends. 

GOOD
The hotel itself is beautifully maintained, clean and wonderfully decorated. It is in an isolated location so you will need to get one of the many taxi drivers touting for your business outside the front gate. There are no other restaurants apart from the hotel options. There is a very small wine shop to the right of the hotel 5 mins down the road. 

The spa was lovely, it had all the amenities. Yami my massage therapist did a stellar job.

The breakfasts were good and had a good mix of traditional Indian and also some fusion twists such as goats cheese, beetroot and mint dosas. The waiters were quick to bring orders & service was good.

BAD
We first checked into the hotel the a/c wasn't working, the bell boy fiddled around with it and then it started working for a bit before it cut out. By the time we figured out the a/c wasn't working it was 2am. Reception sent an handy man but said it needed a new part. At 2am in the morning we didn't necessarily want a handy man to fix our broken a/c. Reception called and asked us to change rooms. After travelling all day that just wasn't reasonable. The next morning they apologised but said given they offered us a room at 2.30 in the morning, we chose the discomfort... Later the Adil the GM came to apologise and offered us massages.

We also paid for club rooms and had access to the lounge. Much to our dismay most of the time there was no food left. On Sunday there was 2 scones and 3 mini cupcakes. We ordered ice teas and half hour later they still hadn't arrived despite following up with the waiters numerous times. There was only one other couple in the club room and they got 6 cups of tea whilst we waited. Super poor service given there was more waiters than customers.

Compared to the JW Marriott Mumbai the service was very inconsistent. No one seemed to care when we told them. Deferring it to the GM to take care of.",0
866,"The vacation time was on so arrived Goa around 3:30 pm but there was no hotel transfer managed by the hotel as there was some communication gap between hotel and their reservation team . So due to their mistake had to wait for almost 25 minutes at the airport in hot summer . Reached hotel no welcome drink offered , went to rooms as we had booked 3 rooms for 4 nights stay , we had booked their bay view rooms which were supposed to be their best rooms but all the three rooms were in the pathetic state , as the walls of rooms were patchy as it required to be coloured properly . The carpets in the room was in bad condition made me tripped couple of times . Bathroom flooring was having black spots as it was was having marble flooring needed to get changed it was damn old and no proper Maintenence was done . In short the rooms were nightmare so called the front desk to change the rooms they showed me three more rooms but all were same . So had to stay in the same rooms as had booked three rooms with them for 4 nights . The hotel garden is very well maintained lots a greenery around and they have a new casino coming up soon so construction work going on in the property area which is not disturbing at all as it is located on the opp side of the guest houses . They have a beautiful frontage of sea which they could use very well if they build a good restaurant looking over the sea but they have not utilised it . There are sleeping loungers to relax overlooking the beautiful sea and greenery of the very well maintained garden . The property I found is little bit secluded from the hustle and bustle parts of Goa , no good restaurants around you have to go to Panjim which is 20 mins away or candolium which is 50 mins away . Overall for me if they renovate the rooms than only I think it's value for money because the room nights over here are not cheap otherwise there are far better options in north and south Goa . I would have given them one star for the rooms but as I would like to mention the staff service is simply superb they will definitely go a extra mile to make your stay as happy as possible I will definitely give them extra point for that . Wouldn't recommend this hotel till they get their rooms renovated . ",0
867,"I was here in April from 21st to 24th, on a leisure trip with friends. it was a mixed kind of feeling there, like property is definitely good, outdoor and indoor pool are well maintained and you can easily say that it is the Hotel's private beach though it is not so. Location is good and they have everything in place as you like it to be but they had the same menu of breakfast with very subtle change which is very hard to detect, cuisine is OK and service is poor what maximum they are offering us is a big SORRY every time.
Out of three night two was nightmare,
21st NIGHTMARE - My rooms glow refused to fade till 2 AM in the morning because master switch was defective and all the lights were on and finally we were asked to shift to another room around 2:30 AM.

22nd NIGHTMARE - was preparing bathtub at around 12 AM when we saw three COCKROACH in the TUB trying to take bath along with me. I have snaps of these unwanted guest where two was washed away and one is relishing the warmth.

23rd NIGHT - finally a goodnight.

Problem - No apology was offered to us during the checkout or in between. There were no personal relationship manager. the services are definitely not up to a five star.
I wish all the good luck to the management and staff there who can easily convert a good property to the best hotel with hard work and empathy.
thank you Grand Hyatt.",0
868,"Didn't tell us the owners were going to have a party for two days which shut down half the restaurants and have an 8 hour pool side petty. Had the audacity to suggest guests went elsewhere for dinner

Tried to put four of us in a double bed ""sorry we are busy"" - and after some simple pushing got a third bed.The manager Adil Canteenwala in particular did nothing despite repeated promises

Airport transfers ""sorry no cars"" despite booking

Kids activities are good and pool service also attentive but that's not enough at these prices",0
869,"I have stayed at several grand Hyatt's around the world and this has been a very poor experience. I booked on points and cash and my rooms where under separate reservations which caused issues on check in. I try and check in early there was no room, but was offered to be able to check in then and there if I upgraded for a fee I said no. 1 hour later the same situation was offered I said no. 2hrs later I was told I have a pool side room and I can check in. Again I was asked if I wanted to upgrade for a slightly less fee, I said no. 15 minutes later after I am checked in I am told I have been upgraded as a curtisy!!!!! This is quite possibly the worst scam I have seen at a hotel. Why was I just not comp'ed at the start for no fee rather than waiting 2.5 hours and getting it anyway, that is poor customer service. In addition it was valentines weekend, a romantic getaway, the hotel should have informed guest that there would be large events happening that included noisy set up during the day all through the grounds, then loud music one night, thumping DJ music the next and fireworks as well. Hardly a relaxing romantic break. In addition to which whilst by the pool on both days there were work men working in two guest rooms noisily and all the furniture was out in front of them strewn on the gardens, nice touch. As for food, Hyatt you need to up your game, the food was bland and poor quality and just mass produced. The restaurant options were poor with poor menus, I am in GOA not even an option for local cuisine. Service was poor as well, we order a drink by the pool, requested an ice bucket for them, we had to ask three times over 45mins to get it, at which point are drinks were warmed and ruined in my opinion in the hot sun. In addition our room was not serviced, our car was not booked for the airport that I requested, subsequently not charged to the room and I had to scrabble for money at the airport to pay the driver. Water ran out in the public toilets as well. This was a terrible experience and a waste of my points and money. I will not be revisiting a Hyatt again, especially in India. If you want to complete for the money you are charging you need to understand the quality of tourism and service in India by the other brands. Its a shame you have a beautiful resort, its just lost amongst the mediocre service and offerings.",0
870,The location is very nice near to the city. The airport pick up took a long time to come. The check in was also medicore.They take you to a separate place for check in but then the person who checks you in goes to the Reception for everything. Might as well check me in at the Reception. There is nothing fancy on making me sit down away from the Reception. The rooms are good. Housekeeping needs to look at the Towels as many have marks on them. The check out was painful. So many people called me to check out and even after confirmation that my check out time is at 2 pm they kept on calling me to check out early. Also the complimentary airport transfers were converted into paid and I needed my admin in Singapore to speak to them to re confirm. I also had an email from the Hotel on complimentary transfers which did not help much. So overall a poor experience at the end. Could have been much better and did not feel that they respect Diamond members here. Will avoid the hotel in future.,0
871,"Arrived at 2pm and had to wait until 3.40pm to get my room after demanding it.....god only knows what time it would have been had i not. Rooms are supposed to be ready for 3pm and not one member of staff offered me or my family a drink but were very quick to bring out there pdq to take payment for my stay. 

Also very misleading package when booking 'Breakfast/lunch/dinner' as soft drinks are only included at breakfast, seems very strange to me in the world of all inclusives where all these aspects are not of concern especially when you just want to relax and enjoy your break.

First night they had a seafood market for dinner which we were informed was an additional cost only to find out the next day it was inculded in our package. After my check in experience maybe they were trying to get more money out of me. 

I am still waiting for managment to contact me to discuss the poor check in service experience but i am not holding my breath. Hence why i am writing this review during my stay and not after. 

My advice is when booking check exactly what is included as i have no idea what my final bill will be.

Dont think ill be back somehow",0
872,"Pros
+ the location
+ the facilities 
+ food

Cons
- service
- worn out stuff in the room (broken weighing machine, used emery board)

The property is massive and beautifully maintained. The location is right by the bay bringing in the calmness of the sea while the waves provide the right rhythm to ur stay.
The food is exemplary. Although we had the breakfast included, we never really got the chance to enjoy due to busy wedding schedule I was there for and the very late nights. The room service food was amazing and the service provided by the F&B staff was excellent.

Now with the Cons.. 
Worst service that I have ever experienced. Being a Guest Relations Manager at a major 5 star chain in London, I expected much more but definitely felt let down. To begin with they have specific policies on photo/video even for in house guests which is ridiculous. Their marketing dept policies vary from their front office and on my wedding day I had to stop my prep and speak to their front office as they wouldn't allow my videographer to enter the property due to their rules when I had already spoken to their marketing team 2months before my arrival.
Secondly even on checkin I clearly mentioned that since I was here for my wedding and the room being allocated in the furthest corner of the property, I would require carts to pick us and drop. I was told that wouldn't be an issue if we called 15mins prior, which was done. Despite of which we were made to wait for 35 mins and on my 3rd call I had a rude employee speaking who had no sense of 5* star service, he kept arguing that since they were 'short of staff' they couldn't provide the cart. Did i just pay for THIS?? And just lik that they downgraded themselves to a whole new level. 
All in all, I wouldn't go to the place again!! Nor recommend it!!!",0
873,"Lovely property, spectacular view, average food, horrendous service. Impolite, unsmiling and disinterested staff is a striking and distinct feature of this property and it's un-missable. The lawn and pool area are lovely and perfect for an evening setting. Rooms are nice. Shut one eye to the food. Shut both your eyes to the staff & service as it is Goa's worst perhaps (safely saying this after having stayed at 20+ properties in Goa). The management needs to understand that scale and size don't make you 5 star and that location works only to a point. How much you pour your heart and how guest-centric you are ultimately decides where you stand and how willing one is to pay you.

Overall just a 2.5/5 place - anything more would be generous. All other options in same price bracket a way better bet.",0
874,"This stay was extremely disappointing. I had booked two rooms, since I was travelling with family and the rooms allocated to me were definitely not up to Hyatt standards. The bathroom was disgusting with worn out marbles along with stains and decay. The carpet was dirty and the coffee table situated in the balcony had coffee/ tea stains from before. I was moved to another room the next day after the duty manager saw the appalling condition of the room. The service in general was below par. The billing experience was awful. I had called the front desk at 9 AM in the morning to enquire if my bill is ready and front desk representative told me that it's ready and I can stop by any-time, however when I stopped by the front desk at 11 AM, I had to wait for nearly 45 minutes to get the bill. I am a platinum with Starwood, Marriott and Hilton with over 150 nights cumulatively in this calendar year as I travel every week for work. This was my first stay at a Hyatt property and definitely would be the last one courtesy of this property.",0
875,"Stayed in the hotel for two days, quite expensive by any standards for an average 4 star resort. check in process was quite dis organized to 30 mins to get the rooms allocated for us. It's an old hotel need significant renovations. Pricing of food and beverages very high by any standard.",0
876,"We booked in the hotel not knowing it was going to be during a festive holiday.We had been given a suite overlooking the main pool. the hotel was full of tourists, who were obviously on some cheap package. the pool was full of loud families, who didnt stop screaming on the top of their lungs, all through the day and way past midnight. we must have called several times complaining, but the hotel didnt maange to stop the rowdy crowd. There was a casino on the premises which had a dress code, but the adults would used the pool fully clothed. Go figure... worst experience ever in a hotel in Goa",0
877,"Have never seen a more deplorable state of a 5 star delux property....the room cushions cupboards taps carpet fridge are all so worn out.... we were given a room in one corner (room 2227) and on opening the balcony one could just see the genrator room with its sound and polluted air disturbing us for our whole stay....repeated request for a change of room did not help....

one would not want to visit a hotel like this for a holiday....",0
878,Poor place to stay.The buffet spread was extremely average with very poor choice offered.Breakfast were mismanaged with erratic availability of spoons.Swimming pool is poorly designed with steps all around leading to enhanced chance of injuries.It is more like the great bath of Mohenjo Daro.One has to be careful with sitting around the pool area in the evening as there are lots of mosquitoes.One may like to carry anti rabies vaccine as there are stray dogs roaming around the campus.Most of the umbrellas were not properly functional.House keeping left a lot to be desired.,0
879,Be warned..the service is pathetic.. Takes ages to deliver and room clearance takes at least one hour and to top it the food bland and tasteless.The reception and checking in is flawless. When u book a room the entire room package is not revealed and u have a surprise of taxed being extra after checking In. Somehow leaves a bad taste... Another two days to go... Let us see...,0
880,Stayed there during a conference .checked into room the door knob wasn't working . Thought I will have a soft drink while I waited for the repair mini bar was locked said I have to pay a deposit so asked them to send a person and collect a deposit . Guy came said only MasterCard ( guess that really can't blame them ) after 15 min a person comes to open the mini bar ( why it couldn't happen simultaneously beats me ) - he opens the mini bar and takes out everything there is in it - asked him then why would I want a mini bar - he says this is his instruction . Speak to reception again they apologise and put the stuff back !!!!! None of The staff smiles or wishes you while you meet them in corridor or open areas - all of them seem morose and the whole hotel gives you that feeling . Beautiful property but lacks a soul and there is nothing nearby . So why stay here . Rooms are good but maintained poorly - balcony opened out to a great lawn and the beach beyond but found couple of stray dogs ???? Doesn't give you a safe feeling . On second day came back to the room at 3 pm - the housekeeping hadn't done anything so called them - they were prompt in coming and cleaning up but one would have expected that it would have been done between 9 and 3 pm,0
881,The hotel is located close to a bay and makes it special. there are special sea activities here. the food is superb. the staff is friendly. there is even a casino here. not to talk about the indoor pool which is fantastic. the room is huge. the one we got upgraded to a bay room was simply magistic.,1
882,"Grand Hyatt is grand in every sense possible! They really live up to the hype that the brand has created in the market. The property is just perfect with lots of open spaces, many activities which can keep you occupied throughout the day, a bay area which gives you the reassurance that you are in goa, an excellent swimming pool setup and a classic pool side bar which serves some great cocktails. The food is awesome across all their restaurants and the rooms are really well designed. Overall a must visit for all those who want to get pampered in Goa!",1
883,It Is What You A Call A Five Star (5*) Hotel And Resort .it Was Our Family Trip And We Enjoyed A Lot Staff Was So freindly and Nice So Each and every Thing They Tell us.it was Clear That They All Were Picked from From Hotel Mangement from diffrent Parts Of Country I will Give 10 out 10 To Them Guys. Know The Room Was Very Very Beautifull And With A Awesome Pool View Each and Every Thing Was Managed .i loved it and Location Of Hotel was very Near Too Panjim and Goa Airport so U can easily Reach Here and We Were Also Having Our Private Veichle so There Was No issue of Parking.and Know We Were Having Buffet brakefast it was Also Very Nice all the variety you can get but I think so There Should be some More Changes from day to day because We Say That the Menu Was Almost Same Always.And One More thing Hotel Should Arrange Some Entertainment In evening because The Entertainment Show Which were Going was More for Foreginors and Less For Indians So These Was All The Feedback and Drawback from Us .It was really really Awesome Trip .,1
